,Unnamed: 0,BP_date,address,apn,best_date,best_stat,comp_date,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified,project_time_years,geometry,index_right,nhood,zone_class
505,13646,,333 FREMONT ST,3747019,2013-12-12,CONSTRUCTION,01/01/2014,2012-10-17,200506246051,2005-05-09,2012-10-17,2005-05-09,2013-12-12,CONSTRUCTION,"('2012-10-17', '2012-12-11', '2013-04-23', '2013-06-27', '2013-09-17', '2013-12-12')",3159.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2013,Under Construction,88.0,88.0,-122.392902,37.787636,RH DTR,RH DTR,8.654794520547945,POINT (-122.392902 37.787636),5,Financial District/South Beach,Other
1665,21264,2013-06-14,399 FREMONT ST,3747320,2016-01-07,CONSTRUCTION,01/01/2016,2014-08-07,200605161774.0,2006-04-18,2006-08-04,2006-04-18,2016-01-07,CONSTRUCTION,"('2006-08-04', '2006-08-04', '2006-08-04', '2006-08-04', '2006-08-04', '2006-08-04', '2006-08-04', '2006-08-04', '2006-08-04', '2006-08-04', '2006-08-04', '2006-08-04', '2006-08-04', '2013-06-14', '2013-06-14', '2013-06-14', '2013-06-14', '2013-06-14', '2014-08-07', '2015-03-26', '2015-05-28', '2015-07-20', '2015-10-23', '2016-01-07')",3545.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,452.0,452.0,-122.39222370700001,37.787322432399996,RH DTR,RH DTR,9.712328767123287,POINT (-122.392223707 37.7873224324),5,Financial District/South Beach,Other
835,16248,,425 FIRST STREET,3765015,2014-06-09,CONSTRUCTION,10/01/2014,2012-11-16,200412211855,2003-01-14,2005-08-16,2003-01-14,2014-06-09,CONSTRUCTION,"('2005-08-16', '2005-08-16', '2005-08-16', '2005-08-16', '2005-08-16', '2005-08-16', '2005-08-16', '2005-08-16', '2005-08-16', '2005-08-16', '2005-08-16', '2005-08-16', '2005-08-16', '2005-08-16', '2005-08-16', '2012-11-16', '2013-09-27', '2013-12-19', '2014-03-14', '2014-06-09', '2014-06-09')",4278.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,312.0,312.0,-122.392035,37.786483,RH DTR,RH DTR,11.72054794520548,POINT (-122.392035 37.786483),5,Financial District/South Beach,Other
647,8495,2010-08-12,166 TOWNSEND ST,3788012,2011-10-06,CONSTRUCTION,04/01/2012,2011-06-15,200608290851,2008-06-19,2008-08-19,2008-06-19,2011-10-06,CONSTRUCTION,"('2008-08-19', '2008-08-19', '2008-08-19', '2008-08-19', '2008-08-19', '2010-08-12', '2011-06-15', '2011-09-20', '2011-10-06', '2011-10-06')",1382.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2012,Under Construction,66.0,66.0,-122.391989,37.779665,SLI,SLI,3.786301369863014,POINT (-122.391989 37.779665),5,Financial District/South Beach,Other
311,9772,2010-12-01,105 HARRISON ST,3766009,2012-10-04,CONSTRUCTION,10/01/2012,2011-08-10,201006305679,2007-10-29,2009-03-19,2007-10-29,2012-10-04,CONSTRUCTION,"('2009-03-19', '2009-03-19', '2009-03-19', '2010-06-30', '2010-06-30', '2010-12-01', '2010-12-01', '2010-12-01', '2011-08-10', '2012-02-01', '2012-03-09', '2012-07-12', '2012-10-04')",1799.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,308.0,308.0,-122.391419,37.786948,RH DTR,RH DTR,4.928767123287671,POINT (-122.391419 37.786948),5,Financial District/South Beach,Other
209,21421,2008-12-11,72 TOWNSEND ST,3789003,2015-11-04,CONSTRUCTION,01/01/2016,2013-11-18,200705010136.0,2007-05-01,2008-12-11,2007-05-01,2015-11-04,CONSTRUCTION,"('2008-12-11', '2008-12-11', '2008-12-11', '2008-12-11', '2008-12-11', '2008-12-11', '2008-12-11', '2008-12-11', '2011-09-23', '2011-09-23', '2011-09-23', '2011-09-23', '2011-09-23', '2012-12-06', '2012-12-06', '2012-12-06', '2012-12-06', '2013-11-18', '2014-03-27', '2014-06-11', '2014-09-11', '2015-03-31', '2015-05-05', '2015-10-30', '2015-11-04')",3167.0,"('BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,74.0,74.0,-122.390352595,37.7813880891,SB-DTR,SB-DTR,8.676712328767124,POINT (-122.390352595 37.7813880891),5,Financial District/South Beach,Other
2428,21268,2015-07-20,57 TEHAMA ST,3736078A,2015-12-31,CONSTRUCTION,01/01/2016,2015-09-22,201404304554.0,2014-04-30,2014-04-30,2014-04-30,2015-12-31,CONSTRUCTION,"('2014-04-30', '2014-04-30', '2014-04-30', '2014-04-30', '2015-07-20', '2015-09-22', '2015-12-31')",611.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,403.0,403.0,-122.396093313,37.7873947486,C-3-O(SD),C-3-O(SD),1.673972602739726,POINT (-122.396093313 37.7873947486),5,Financial District/South Beach,Standard Commercial
2709,25127,,LUMINA (PLAZA C),3746001,2016-07-01,CONSTRUCTION,07/01/2016,2016-07-01,201207124725,2002-07-11,2016-07-01,2002-07-11,2016-07-01,CONSTRUCTION,"('2016-07-01',)",5104.0,"('CONSTRUCTION',)",2,2016,Under Construction,80.0,80.0,-122.39151585,37.788413026,RH DTR,RH DTR,13.983561643835616,POINT (-122.39151585 37.788413026),5,Financial District/South Beach,Other
2939,18950,2012-09-05,45 LANSING ST,3749059,2015-07-14,CONSTRUCTION,07/01/2015,2013-08-14,201009140800.0,2004-05-19,2008-07-31,2004-05-19,2015-07-14,CONSTRUCTION,"('2008-07-31', '2008-07-31', '2008-07-31', '2010-09-14', '2010-09-14', '2010-09-14', '2010-09-14', '2010-09-14', '2010-09-14', '2010-09-14', '2010-09-14', '2012-09-05', '2012-09-05', '2012-09-05', '2012-09-05', '2013-08-14', '2013-12-06', '2014-03-27', '2014-06-04', '2014-09-18', '2015-03-26', '2015-06-02', '2015-07-14')",4060.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2015,Under Construction,320.0,320.0,-122.39374874100001,37.7858734308,RH DTR,RH DTR,11.123287671232877,POINT (-122.393748741 37.7858734308),5,Financial District/South Beach,Other
2942,16084,2012-08-09,235 BROADWAY,0165021,2014-09-19,CONSTRUCTION,10/01/2014,2013-09-13,201105166063,2010-06-17,2011-05-16,2010-06-17,2014-09-19,CONSTRUCTION,"('2011-05-16', '2011-05-16', '2012-08-09', '2012-08-09', '2012-08-09', '2013-09-13', '2014-01-02', '2014-03-26', '2014-06-18', '2014-09-19')",1567.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,75.0,75.0,-122.4016044,37.7985075,C-2,C-2,4.293150684931507,POINT (-122.4016044 37.7985075),5,Financial District/South Beach,Standard Commercial
3098,17429,2014-01-03,850 BATTERY ST,0141008,2015-04-01,CONSTRUCTION,01/01/2015,2014-02-11,201304023614.0,2012-02-29,2012-02-29,2012-02-29 00:00:00,2015-04-01,CONSTRUCTION,"('2012-02-29', '2012-02-29', '2012-11-05', '2012-11-05', '2012-11-05', '2013-04-02', '2013-04-02', '2014-01-03', '2014-02-11', '2014-02-11', '2014-02-11', '2015-04-01')",1037.0,"('PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2014,Under Construction,2.0,2.0,-122.4011063,37.7994579,C-2,C-2,2.841095890410959,POINT (-122.4011063 37.7994579),5,Financial District/South Beach,Standard Commercial
3219,27658,2015-06-30,690 MARKET ST,0311016,2016-11-30,CONSTRUCTION,01/01/2017,2016-08-03,201412194144,2014-12-19,2014-12-19,2014-12-19,2016-11-30,CONSTRUCTION,"('2014-12-19', '2014-12-19', '2015-06-30', '2015-06-30', '2015-06-30', '2015-06-30', '2016-06-29', '2016-08-03', '2016-11-30')",744.0,"('BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,24.0,24.0,-122.403232214,37.7882479768,C-3-O,C-3-O,2.0383561643835617,POINT (-122.403232214 37.7882479768),5,Financial District/South Beach,Standard Commercial
1767,10645,,260 ARBOR ST,7554007,2011-11-28,CONSTRUCTION,01/01/2013,2011-01-18,200905269073,2009-05-14,2009-05-26,2009-05-14,2011-11-28,CONSTRUCTION,"('2009-05-26', '2009-05-26', '2009-05-26', '2009-05-26', '2011-01-18', '2011-01-18', '2011-06-06', '2011-08-24', '2011-11-28', '2011-11-28', '2011-11-28', '2011-11-28', '2011-11-28')",1328.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2012,Under Construction,1.0,1.0,-122.437834,37.737642,RH-1,RH-1,3.638356164383562,POINT (-122.437834 37.737642),6,Glen Park,Conventional Residential
2477,13061,,30 CONRAD ST,7552003,2013-09-12,CONSTRUCTION,10/01/2013,2012-12-12,201202295093,2012-02-29,2012-02-29,2012-02-29 00:00:00,2013-09-12,CONSTRUCTION,"('2012-02-29', '2012-06-07', '2012-06-07', '2012-12-12', '2013-04-15', '2013-05-28', '2013-09-12')",580.0,"('BP FILED', 'PL FILED', 'PL FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,1.0,1.0,-122.436477,37.737845,RH-1,RH-1,1.5890410958904109,POINT (-122.436477 37.737845),6,Glen Park,Conventional Residential
2532,10846,2012-05-22,2335 DIAMOND ST,7551017,2012-12-03,CONSTRUCTION,01/01/2013,2012-08-29,201111048333,2011-11-04,2011-11-04,2011-11-04 00:00:00,2012-12-03,CONSTRUCTION,"('2011-11-04', '2011-11-04', '2012-05-22', '2012-08-29', '2012-12-03')",424.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",4,2012,Under Construction,1.0,1.0,-122.4367393,37.7381349,RH-1,RH-1,1.1616438356164382,POINT (-122.4367393 37.7381349),6,Glen Park,Conventional Residential
1251,26169,2015-09-03,601 29TH ST,7537001,2016-08-03,CONSTRUCTION,10/01/2016,2016-05-27,201410068159,2014-10-06,2014-10-06,2014-10-06,2016-08-03,CONSTRUCTION,"('2014-10-06', '2014-10-06', '2014-10-06', '2015-09-03', '2015-09-03', '2016-02-25', '2016-05-27', '2016-08-03')",726.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,1.0,1.0,-122.43358402,37.743155097199995,RH-1,RH-1,1.989041095890411,POINT (-122.43358402 37.7431550972),6,Glen Park,Conventional Residential
1129,16733,2013-02-20,74 GOLD MINE DR,7520034,2014-03-17,CONSTRUCTION,10/01/2014,2014-03-17,201107261097.0,2011-07-26,2013-02-20,2011-07-26,2014-03-17,CONSTRUCTION,"('2013-02-20', '2013-02-20', '2014-03-17', '2014-03-17', '2014-03-17')",1163.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,1.0,1.0,-122.437614,37.743356,RH-1,RH-1,3.186301369863014,POINT (-122.437614 37.743356),6,Glen Park,Conventional Residential
1559,9924,2011-08-19,533 LAIDLEY ST,6727038,2012-08-27,CONSTRUCTION,10/01/2012,2012-03-08,201007015796,2010-07-01,2010-07-01,2010-07-01,2012-08-27,CONSTRUCTION,"('2010-07-01', '2010-07-01', '2010-07-01', '2010-07-01', '2011-08-19', '2011-08-19', '2012-03-08', '2012-06-29', '2012-08-27')",823.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,1.0,1.0,-122.431232,37.735539,RH-1,RH-1,2.254794520547945,POINT (-122.431232 37.73553900000001),6,Glen Park,Conventional Residential
1188,17002,2013-09-16,233 LAIDLEY ST,6684022,2014-08-13,CONSTRUCTION,10/01/2014,2013-12-27,201208107050.0,2012-08-10,2012-08-10,2012-08-10,2014-08-13,CONSTRUCTION,"('2012-08-10', '2012-08-10', '2012-08-10', '2012-08-10', '2013-09-16', '2013-12-27', '2014-03-05', '2014-03-05', '2014-08-13')",782.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,1.0,1.0,-122.427785,37.738309,RH-1,RH-1,2.1424657534246574,POINT (-122.427785 37.738309),6,Glen Park,Conventional Residential
791,21008,2014-05-30,22 FAIRMOUNT ST,6662007,2015-05-08,CONSTRUCTION,10/01/2015,2015-03-23,201312093701.0,2013-12-09,2013-12-09,2013-12-09,2015-05-08,CONSTRUCTION,"('2013-12-09', '2013-12-09', '2014-05-30', '2014-08-11', '2015-03-23', '2015-05-08', '2015-05-08', '2015-05-08')",661.0,"('BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,1.0,1.0,-122.42517764700001,37.7392348354,RH-2,RH-2,1.810958904109589,POINT (-122.425177647 37.7392348354),6,Glen Park,Conventional Residential
3180,12310,2012-08-13,26 CHENERY ST,6656005,2013-05-20,CONSTRUCTION,07/01/2013,2013-05-20,201202073751,2012-02-07,2012-02-07,2012-02-07 00:00:00,2013-05-20,CONSTRUCTION,"('2012-02-07', '2012-02-07', '2012-08-13', '2012-08-13', '2012-08-13', '2013-05-20')",510.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",2,2013,Under Construction,1.0,1.0,-122.426048,37.741454,RH-2,RH-2,1.3972602739726028,POINT (-122.426048 37.741454),6,Glen Park,Conventional Residential
2291,9128,2009-12-18,1427 SHRADER ST,1288005,2012-04-18,CONSTRUCTION,07/01/2012,2011-08-24,200808068583,2008-08-06,2008-08-06,2008-08-06,2012-04-18,CONSTRUCTION,"('2008-08-06', '2009-12-18', '2009-12-18', '2009-12-18', '2009-12-18', '2009-12-18', '2009-12-18', '2009-12-18', '2011-08-24', '2012-01-31', '2012-03-01', '2012-04-18')",1425.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2012,Under Construction,1.0,1.0,-122.45086299999998,37.762055,RH-2,RH-2,3.904109589041096,POINT (-122.450863 37.762055),8,Haight Ashbury,Conventional Residential
951,10801,,31 PARNASSUS AV,1279083,2012-07-26,CONSTRUCTION,01/01/2013,2012-01-06,201101208741,2011-01-20,2011-01-20,2011-01-20,2012-07-26,CONSTRUCTION,"('2011-01-20', '2011-01-20', '2011-01-20', '2012-01-06', '2012-01-06', '2012-06-07', '2012-07-26', '2012-07-26')",712.0,"('BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2012,Under Construction,1.0,1.0,-122.4482922,37.7650426,RH-2,RH-2,1.9506849315068493,POINT (-122.4482922 37.7650426),8,Haight Ashbury,Conventional Residential
1914,24158,,1625 OAK ST,1223003,2015-08-26,CONSTRUCTION,07/01/2016,2015-07-29,201502239095.0,2015-02-23,2015-02-23,2015-02-23,2015-08-26,CONSTRUCTION,"('2015-02-23', '2015-07-29', '2015-08-26', '2015-08-26', '2015-08-26', '2015-08-26')",494.0,"('BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2016,Under Construction,1.0,1.0,-122.44592669,37.7714457289,RM-1,RM-1,1.3534246575342466,POINT (-122.44592669 37.7714457289),8,Haight Ashbury,Industrial
2538,9015,2011-03-16,1140 PAGE ST,1219011,2011-11-18,CONSTRUCTION,07/01/2012,2011-11-18,200911030476,2009-10-22,2009-11-03,2009-10-22,2011-11-18,CONSTRUCTION,"('2009-11-03', '2009-11-03', '2009-11-03', '2009-11-03', '2009-11-03', '2011-03-16', '2011-03-16', '2011-07-15', '2011-11-18', '2011-11-18', '2011-11-18')",983.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2012,Under Construction,2.0,2.0,-122.439632,37.772183,RM-2,RM-2,2.6931506849315068,POINT (-122.439632 37.772183),8,Haight Ashbury,Industrial
2970,19849,2014-06-13,1535 OAK ST,1222043,2015-04-23,CONSTRUCTION,07/01/2015,2014-07-17,201308083897.0,2013-08-08,2013-08-08,2013-08-08,2015-04-23,CONSTRUCTION,"('2013-08-08', '2013-08-08', '2013-08-08', '2014-06-13', '2014-07-17', '2014-07-17', '2015-04-23', '2015-04-23')",692.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2015,Under Construction,1.0,1.0,-122.44460001700001,37.7719278024,RM-2,RM-2,1.895890410958904,POINT (-122.444600017 37.7719278024),8,Haight Ashbury,Industrial
3383,24905,,609 HAIGHT ST,0861034,2016-05-09,CONSTRUCTION,07/01/2016,2016-03-11,201506290179,2015-06-29,2015-06-29,2015-06-29,2016-05-09,CONSTRUCTION,"('2015-06-29', '2015-06-29', '2015-06-29', '2016-03-11', '2016-05-09')",368.0,"('BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION')",2,2016,Under Construction,1.0,1.0,-122.432396599,37.7716235232,RH-3,RH-3,1.0082191780821919,POINT (-122.432396599 37.7716235232),8,Haight Ashbury,Conventional Residential
1094,13972,2013-05-22,710 COLE ST,1252046,2013-10-01,CONSTRUCTION,01/01/2014,2013-10-01,201211134097,2012-11-13,2013-05-22,2012-11-13,2013-10-01,CONSTRUCTION,"('2013-05-22', '2013-10-01')",414.0,"('BP ISSUED', 'CONSTRUCTION')",4,2013,Under Construction,1.0,1.0,-122.45034,37.768262,RH-3,RH-3,1.1342465753424658,POINT (-122.45034 37.768262),8,Haight Ashbury,Conventional Residential
990,1073,,1860 PAGE ST,1226013,2009-06-15,CONSTRUCTION,01/01/2010,2009-06-15,200505233172,2005-05-23,2009-06-15,2005-05-23,2009-06-15,CONSTRUCTION,"('2009-06-15', '2009-06-15')",1684.0,"('CONSTRUCTION', 'CONSTRUCTION')",4,2009,Under Construction,4.0,4.0,-122.451408,37.770525,RM-2,RM-2,4.6136986301369864,POINT (-122.451408 37.770525),8,Haight Ashbury,Industrial
1460,25964,2014-11-12,413 SHRADER ST,1227003,2016-09-22,CONSTRUCTION,10/01/2016,2015-06-22,201401176600,2014-01-17,2014-01-17,2014-01-17,2016-09-22,CONSTRUCTION,"('2014-01-17', '2014-01-17', '2014-01-17', '2014-11-12', '2014-11-12', '2015-06-22', '2015-10-05', '2015-11-20', '2015-11-20', '2015-11-20', '2016-09-22')",988.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,1.0,1.0,-122.45246114700001,37.7707388121,RM-2,RM-2,2.706849315068493,POINT (-122.452461147 37.7707388121),8,Haight Ashbury,Industrial
411,16406,2010-08-30,179 DELMAR ST,1270053,2014-04-11,CONSTRUCTION,10/01/2014,2013-04-02,201003057685.0,2010-03-05,2010-03-05,2010-03-05,2014-04-11,CONSTRUCTION,"('2010-03-05', '2010-03-05', '2010-08-30', '2010-08-30', '2010-08-30', '2010-08-30', '2010-08-30', '2010-08-30', '2010-08-30', '2010-08-30', '2010-08-30', '2012-11-06', '2013-04-02', '2013-04-02', '2013-09-03', '2013-12-20', '2014-03-28', '2014-04-11', '2014-04-11')",1671.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,1.0,1.0,-122.4452469,37.7658005,RH-2,RH-2,4.578082191780822,POINT (-122.4452469 37.7658005),8,Haight Ashbury,Conventional Residential
3072,14689,2011-11-14,35 LLOYD ST,1260035,2013-07-23,CONSTRUCTION,04/01/2014,2012-11-20,201005122282,2009-12-28,2009-12-28,2009-12-28,2013-07-23,CONSTRUCTION,"('2009-12-28', '2009-12-28', '2010-05-12', '2010-05-12', '2010-05-12', '2010-05-12', '2010-05-12', '2010-05-12', '2011-11-14', '2012-03-13', '2012-03-13', '2012-03-13', '2012-11-20', '2013-03-26', '2013-06-17', '2013-07-23', '2013-07-23', '2013-07-23')",1555.0,"('PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2014,Under Construction,2.0,2.0,-122.435672,37.769646,RH-3,RH-3,4.260273972602739,POINT (-122.435672 37.769646),8,Haight Ashbury,Conventional Residential
1562,26231,2015-06-25,690 PAGE ST,0843016,2016-05-23,CONSTRUCTION,10/01/2016,2015-10-28,201305217457,2013-05-21,2013-05-21,2013-05-21,2016-05-23,CONSTRUCTION,"('2013-05-21', '2013-05-21', '2013-05-21', '2013-05-21', '2013-05-21', '2013-05-21', '2013-05-21', '2013-05-21', '2015-06-25', '2015-10-28', '2015-12-11', '2015-12-11', '2016-05-23', '2016-05-23')",1229.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,12.0,12.0,-122.432031854,37.7730643616,RM-1,RM-1,3.367123287671233,POINT (-122.432031854 37.7730643616),9,Hayes Valley,Industrial
794,10789,2011-09-30,606 BRODERICK ST,1182012,2012-09-25,CONSTRUCTION,01/01/2013,2012-02-21,201012307676,2010-12-30,2010-12-30,2010-12-30,2012-09-25,CONSTRUCTION,"('2010-12-30', '2010-12-30', '2010-12-30', '2011-09-30', '2011-10-07', '2012-02-21', '2012-02-21', '2012-09-25', '2012-09-25')",733.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2012,Under Construction,3.0,3.0,-122.43967,37.7758522,RM-1,RM-1,2.0082191780821916,POINT (-122.43967 37.7758522),9,Hayes Valley,Industrial
3286,2320,,840 FELL ST,0822014,2009-10-22,CONSTRUCTION,04/01/2010,2009-09-14,200712311639,2007-12-31,2009-09-14,2007-12-31,2009-10-22,CONSTRUCTION,"('2009-09-14', '2009-10-22', '2009-10-22')",822.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2010,Under Construction,1.0,1.0,-122.431732,37.774933,RM-1,RM-1,2.252054794520548,POINT (-122.431732 37.774933),9,Hayes Valley,Industrial
464,27508,2013-11-22,526 HICKORY ST,0829023,2015-01-21,CONSTRUCTION,01/01/2017,2014-09-16,201209200264,2012-09-20,2012-09-20,2012-09-20,2015-01-21,CONSTRUCTION,"('2012-09-20', '2012-09-20', '2012-09-20', '2012-09-20', '2012-09-20', '2013-11-22', '2013-11-22', '2013-11-22', '2014-09-16', '2015-01-21', '2015-01-21', '2015-01-21', '2015-01-21', '2015-01-21', '2015-01-21', '2015-01-21', '2015-01-21')",1564.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,1.0,1.0,-122.428681361,37.7749379125,RH-3,RH-3,4.284931506849315,POINT (-122.428681361 37.7749379125),9,Hayes Valley,Conventional Residential
