,Unnamed: 0,Unnamed: 0.1,BP_date,address_x,aff,affnet,apn,best_date,best_stat,comp_date,con_date,dbi_permit,dropped_out,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified,bp_duplicates,project_time_years,aff_address,address_y,Low Income Units,Placed in Service (PIS) Date ,iz_address,Total BMRs in this Building or Phase,Planning Approval Date,Completion Date,_merge,geometry,index_right,nhood,permit_time,bp_time,con_time,ptime_per_unit,bptime_per_unit,contime_per_unit,zone_class,year_start,first_year
2157,2157,0,,3643 19TH ST,0.0,0.0,3598068,2016-02-19,CONSTRUCTION,07/01/2016,2015-10-28,201306189882,False,2013-06-18,2013-06-18,2013-06-18,2016-02-19,CONSTRUCTION,"('2013-06-18', '2013-06-18', '2013-06-18', '2013-06-18', '2013-06-18', '2013-06-18', '2013-07-30', '2013-07-30', '2013-07-30', '2015-10-28', '2016-01-08', '2016-02-19', '2016-02-19')",1109.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2016,Under Construction,1.0,1.0,-122.42466361700001,37.759660149,RH-3,RH-3,False,3.0383561643835617,,,,,,,,,left_only,POINT (-122.424663617 37.759660149),18,Mission,,,0.6767123287671233,,,0.6767123287671233,Conventional Residential,2013,2013
2176,2176,0,,1153 CAPP ST,0.0,0.0,6571017,2016-05-31,BP FILED,,,201605318684,False,2016-05-31,2016-05-31,2016-05-31,2016-05-31,BP FILED,"('2016-05-31', '2016-05-31', '2016-05-31', '2016-05-31', '2016-05-31')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.4172973633,37.74842453,,,False,,,,,,,,,,left_only,POINT (-122.4172973633 37.74842453),18,Mission,,,,,,,,2016,2016
2181,2181,0,,1274 HAMPSHIRE ST,0.0,0.0,4266012,2015-03-03,BP FILED,,,201503039869,False,2015-03-03,2015-03-03,2015-03-03,2015-03-03,BP FILED,"('2015-03-03', '2015-03-03', '2015-03-03', '2015-03-03', '2015-03-03', '2015-03-03', '2015-03-03', '2015-03-03', '2015-03-03', '2015-03-03')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.40746307370001,37.7518157959,,,False,,,,,,,,,,left_only,POINT (-122.4074630737 37.7518157959),18,Mission,,,,,,,,2015,2015
2203,2203,0,2009-12-08,1225 DOLORES ST,0.0,0.0,6534029,2017-08-25,CONSTRUCTION,,2017-08-25,200703307744,False,2007-03-30,2007-03-30,2007-03-30,2017-08-25,CONSTRUCTION,"('2007-03-30', '2009-12-08', '2009-12-08', '2009-12-08', '2009-12-08', '2009-12-08', '2009-12-08', '2009-12-08', '2009-12-08', '2011-10-25', '2011-10-25', '2011-10-25', '2011-10-25', '2011-10-25', '2011-10-25', '2011-10-25', '2013-07-24', '2013-07-24', '2013-07-24', '2013-07-24', '2013-07-24', '2013-07-24', '2015-04-03', '2015-04-03', '2015-04-03', '2015-04-03', '2015-04-03', '2015-04-03', '2015-04-03', '2015-04-03', '2015-04-03', '2017-08-25')",,"('BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",2,2017,Under Construction,3.0,3.0,-122.4245376587,37.749835968,RH-3,RH-3,False,,,,,,,,,,left_only,POINT (-122.4245376587 37.749835968),18,Mission,2.695890410958904,7.717808219178083,,0.8986301369863013,2.5726027397260274,,Conventional Residential,2007,2007
2210,2210,0,2016-09-26,2855 FOLSOM ST,0.0,0.0,6521031,2016-10-13,BP ISSUED,,,201511031542,False,2015-11-03,2015-11-03,2015-11-03,2016-10-13,BP ISSUED,"('2015-11-03', '2015-11-03', '2015-11-03', '2016-09-26', '2016-10-13', '2016-10-13', '2016-10-13')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,1.0,1.0,-122.41366577149999,37.7517166138,,,False,,,,,,,,,,left_only,POINT (-122.4136657715 37.7517166138),18,Mission,0.8986301369863013,,,0.8986301369863013,,,,2015,2015
2211,2211,0,2010-05-19,910 YORK ST,,,4144003,2010-05-19,BP ISSUED,,,200906090073,True,2009-06-09,2009-06-09,2009-06-09,2010-05-19,BP ISSUED,"('2009-06-09', '2009-06-09', '2010-05-19', '2010-05-19')",,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED')",3,2010,Building Permit Approved,2.0,,-122.408882,37.757163,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.408882 37.757163),18,Mission,0.9424657534246575,,,0.4712328767123288,,,Conventional Residential,2009,2009
2218,2218,0,2013-05-08,1069 CAPP ST,0.0,0.0,6527019,2013-05-08,BP ISSUED,,,201207064206,True,2012-05-24 00:00:00,2012-07-06,2012-05-24 00:00:00,2013-05-08,BP ISSUED,"('2012-07-06', '2012-07-06', '2012-07-06', '2012-07-06', '2013-05-08', '2013-05-08', '2013-05-08', '2013-05-08', '2013-05-08', '2013-05-08', '2013-05-08')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",4,2014,Building Permit Approved,2.0,2.0,-122.41706289999999,37.749570299999995,RTO-M,RTO-M,False,,,,,,,,,,left_only,POINT (-122.4170629 37.74957029999999),18,Mission,0.9561643835616438,,,0.4780821917808219,,,Mixed Residential,2012,2012
2227,2227,0,,2610 MISSION ST,0.0,0.0,3636002,2016-11-02,BP FILED,,,201611021701,False,2016-02-24,2016-08-05,2016-02-24,2016-11-02,BP FILED,"('2016-08-05', '2016-11-02', '2016-11-02', '2016-11-02')",,"('PL FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,8.0,8.0,-122.4190826416,37.7551612854,,,False,,,,,,,,,,left_only,POINT (-122.4190826416 37.7551612854),18,Mission,,,,,,,,2016,2016
2230,2230,0,,1366 SAN BRUNO AV,0.0,0.0,4263007,2007-03-21,BP FILED,,,200703216793,True,2007-03-21,2007-03-21,2007-03-21,2007-03-21,BP FILED,"('2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21', '2007-03-21')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2015,Proposed,1.0,1.0,-122.40459009799999,37.7522247563,RH-3,RH-3,False,,,,,,,,,,left_only,POINT (-122.404590098 37.7522247563),18,Mission,,,,,,,Conventional Residential,2007,2007
2246,2246,0,2016-09-23,1528 15TH ST,0.0,0.0,3548021,2016-12-15,CONSTRUCTION,,2016-12-15,201603222793,False,2015-09-29,2015-09-29,2015-09-29,2016-12-15,CONSTRUCTION,"('2015-09-29', '2015-09-29', '2016-02-24', '2016-03-22', '2016-09-23', '2016-12-15', '2016-12-15', '2016-12-15')",,"('PL FILED', 'PL FILED', 'PL APPROVED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,1.0,1.0,-122.41831970209999,37.766963958699996,,,False,,,,,,,,,,left_only,POINT (-122.4183197021 37.7669639587),18,Mission,0.9863013698630136,0.2273972602739726,,0.9863013698630136,0.2273972602739726,,,2015,2015
2250,2250,0,2008-07-10,3628 19TH ST,,,3587019,2008-07-10,BP APPROVED,,,200801142419,True,2008-01-14,2008-07-10,2008-01-14,2008-07-10,BP APPROVED,"('2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10')",,"('BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED')",3,2011,Building Permit Approved,1.0,1.0,-122.424256,37.760079,RH-3,RH-3,False,,,,,,,,,,left_only,POINT (-122.424256 37.760079),18,Mission,0.4876712328767123,,,0.4876712328767123,,,Conventional Residential,2008,2008
2257,2257,0,,1441 SOUTH VAN NESS AV,0.0,0.0,6526021,2016-08-09,BP FILED,,,201608094577,False,2016-08-09,2016-08-09,2016-08-09,2016-08-09,BP FILED,"('2016-08-09', '2016-08-09', '2016-08-09', '2016-08-09')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.41570281979999,37.7501373291,,,False,,,,,,,,,,left_only,POINT (-122.4157028198 37.7501373291),18,Mission,,,,,,,,2016,2016
2272,2272,0,2017-08-21,315 SOUTH VAN NESS AV,0.0,0.0,3549041,2017-08-21,BP APPROVED,,,201407181625,False,2014-07-18,2014-07-18,2014-07-18,2017-08-21,BP APPROVED,"('2014-07-18', '2014-07-18', '2014-07-18', '2014-07-18', '2014-07-18', '2014-07-18', '2014-07-18', '2014-07-18', '2016-03-10', '2016-03-10', '2016-03-10', '2017-08-21')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP APPROVED')",2,2017,Building Permit Approved,4.0,4.0,-122.4174575806,37.768119811999995,UMU,UMU,False,,,,,,,,,,left_only,POINT (-122.4174575806 37.76811981199999),18,Mission,3.095890410958904,,,0.773972602739726,,,Other,2014,2014
2293,2293,0,,3143 24TH ST,,,6520035,2011-05-23,PL FILED,,,201006214964,True,2010-06-21,2010-06-21,2010-06-21,2011-05-23,PL FILED,"('2010-06-21', '2010-06-21', '2010-06-21', '2010-06-21', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23', '2011-05-23')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2014,Proposed,4.0,4.0,-122.414878,37.752225,24th St-Mission,24th St-Mission,False,,,,,,,,,,left_only,POINT (-122.414878 37.752225),18,Mission,,,,,,,Other,2010,2010
2313,2313,0,2014-05-22,748 TREAT AV,0.0,0.0,3612055,2015-03-26,CONSTRUCTION,07/01/2015,2014-08-11,201301258793,False,2011-01-31,2011-01-31,2011-01-31,2015-03-26,CONSTRUCTION,"('2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2013-01-25', '2013-01-25', '2013-01-25', '2013-01-25', '2014-05-22', '2014-08-11', '2015-03-26', '2015-03-26', '2015-03-26')",1612.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2015,Under Construction,2.0,2.0,-122.413834836,37.7581089328,RH-3,RH-3,False,4.416438356164384,,,,,,,,,left_only,POINT (-122.413834836 37.7581089328),18,Mission,3.3068493150684932,0.2219178082191781,0.8876712328767123,1.6534246575342466,0.11095890410958904,0.4438356164383562,Conventional Residential,2011,2011
2315,2315,0,2017-09-07,1500 - 1580 MISSION ST,110.0,110.0,3506002,2017-09-07,BP APPROVED,,,201606200387,False,2014-10-23,2015-04-29,2014-10-23,2017-09-07,BP APPROVED,"('2015-04-29', '2015-04-29', '2015-04-29', '2016-06-20', '2016-06-20', '2017-09-07')",,"('PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP APPROVED')",2,2017,Building Permit Approved,540.0,540.0,-122.4179992676,37.7743339539,,,False,,,,,,,,,,left_only,POINT (-122.4179992676 37.7743339539),18,Mission,2.8767123287671232,,,0.00532724505327245,,,,2014,2014
2323,2323,0,2009-08-04,793 SOUTH VAN NESS AV,11.0,11.0,3591024,2016-01-14,PL FILED,,,200602104391,False,2005-08-18,2009-08-04,2005-08-18,2016-01-14,PL FILED,"('2009-08-04', '2009-08-04', '2009-08-04', '2009-08-04', '2009-08-04', '2009-08-04', '2009-08-04', '2009-08-04', '2012-08-14', '2012-08-14', '2012-08-14', '2012-08-14', '2012-08-14', '2012-08-14', '2012-08-14', '2016-01-14', '2016-01-14', '2016-01-14', '2016-01-14', '2016-01-14', '2016-01-14', '2016-01-14')",,"('BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,73.0,73.0,-122.4167022705,37.7606735229,,,False,,,,,,,,,,left_only,POINT (-122.4167022705 37.7606735229),18,Mission,3.9643835616438357,,,0.05430662413210734,,,,2005,2005
2324,2324,0,,267 SAN CARLOS ST,0.0,0.0,3596025,2015-03-31,BP FILED,,,201503312380,False,2015-03-31,2015-03-31,2015-03-31,2015-03-31,BP FILED,"('2015-03-31', '2015-03-31', '2015-03-31', '2015-03-31', '2015-03-31', '2015-03-31', '2015-03-31', '2015-03-31', '2015-03-31')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2017,Proposed,1.0,1.0,-122.41969588200001,37.759159716199996,RTO-M,RTO-M,False,,,,,,,,,,left_only,POINT (-122.419695882 37.7591597162),18,Mission,,,,,,,Mixed Residential,2015,2015
2333,2333,0,2011-06-16,141 ALBION ST,,0.0,3568068,2013-06-27,CONSTRUCTION,10/01/2014,2012-10-02,201006043843,False,2008-11-21,2010-06-04,2008-11-21,2013-06-27,CONSTRUCTION,"('2010-06-04', '2010-06-04', '2010-06-04', '2010-06-04', '2011-06-16', '2011-08-23', '2011-08-23', '2011-08-23', '2011-08-23', '2012-10-02', '2012-11-26', '2013-02-25', '2013-06-27', '2013-06-27', '2013-06-27', '2013-06-27', '2013-06-27', '2013-06-27')",2140.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,3.0,3.0,-122.42247009277344,37.764137268066406,RTO,RTO,False,5.863013698630137,,,,,,,,,left_only,POINT (-122.4224700927734 37.76413726806641),18,Mission,2.5671232876712327,1.2986301369863014,1.9972602739726026,0.8557077625570776,0.4328767123287671,0.6657534246575342,Mixed Residential,2008,2008
2336,2336,0,,963 ALABAMA ST,0.0,0.0,4146025,2015-01-21,BP FILED,,,201501216187,True,2015-01-21,2015-01-21,2015-01-21,2015-01-21,BP FILED,"('2015-01-21', '2015-01-21', '2015-01-21', '2015-01-21', '2015-01-21', '2015-01-21', '2015-01-21')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,1.0,1.0,-122.411054506,37.7565224011,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.411054506 37.7565224011),18,Mission,,,,,,,Conventional Residential,2015,2015
2349,2349,0,2012-03-06,85 BROSNAN ST,0.0,0.0,3533165,2015-04-16,CONSTRUCTION,01/01/2016,2015-03-24,200708109444,False,2007-08-10,2007-08-10,2007-08-10,2015-04-16,CONSTRUCTION,"('2007-08-10', '2007-08-10', '2007-08-10', '2007-08-10', '2007-08-10', '2007-08-10', '2007-08-10', '2007-08-10', '2007-08-10', '2012-03-06', '2012-03-06', '2012-03-06', '2012-03-06', '2012-03-06', '2012-03-06', '2012-03-06', '2012-03-06', '2012-03-06', '2012-03-06', '2014-07-08', '2015-03-24', '2015-04-16', '2015-04-16', '2015-04-16', '2015-04-16')",3066.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,3.0,3.0,-122.423979455,37.768500748499996,RTO,RTO,False,8.4,,,,,,,,,left_only,POINT (-122.423979455 37.7685007485),18,Mission,4.575342465753424,3.0493150684931507,0.7753424657534247,1.5251141552511414,1.0164383561643835,0.2584474885844749,Mixed Residential,2007,2007
2352,2352,0,,659 GUERRERO ST,0.0,0.0,3588056,2016-12-22,PL FILED,,,201303263083,False,2013-03-26,2013-03-26,2013-03-26,2016-12-22,PL FILED,"('2013-03-26', '2013-03-26', '2013-03-26', '2013-03-26', '2013-03-26', '2013-03-26', '2013-03-26', '2013-03-26', '2013-03-26', '2013-03-26', '2013-03-26', '2013-03-26', '2013-03-26', '2013-03-26', '2013-03-26', '2016-12-22', '2016-12-22', '2016-12-22')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,1.0,1.0,-122.4234008789,37.7606506348,RTO,RTO,False,,,,,,,,,,left_only,POINT (-122.4234008789 37.7606506348),18,Mission,,,,,,,Mixed Residential,2013,2013
2356,2356,0,,30 OTIS ST,0.0,0.0,3505016,2016-11-28,BP FILED,,,201611283577,False,2015-09-28,2016-01-11,2015-09-28,2016-11-28,BP FILED,"('2016-01-11', '2016-01-11', '2016-05-10', '2016-05-10', '2016-11-28', '2016-11-28', '2016-11-28')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,404.0,404.0,-122.41939544680001,37.7729187012,,,False,,,,,,,,,,left_only,POINT (-122.4193954468 37.7729187012),18,Mission,,,,,,,,2015,2015
2365,2365,0,2008-09-26,711 SHOTWELL ST,,,3614053,2008-09-26,BP ISSUED,,,200803046213,True,2008-03-04,2008-09-26,2008-03-04,2008-09-26,BP ISSUED,"('2008-09-26',)",,"('BP ISSUED',)",3,2013,Building Permit Approved,1.0,1.0,-122.41575,37.757146,RH-3,RH-3,False,,,,,,,,,,left_only,POINT (-122.41575 37.757146),18,Mission,0.5643835616438356,,,0.5643835616438356,,,Conventional Residential,2008,2008
2367,2367,0,2011-08-19,857 ALABAMA ST,0.0,0.0,4085026,2012-11-02,CONSTRUCTION,04/01/2016,2012-01-25,201012307679,False,2010-12-30,2010-12-30,2010-12-30,2012-11-02,CONSTRUCTION,"('2010-12-30', '2010-12-30', '2010-12-30', '2011-08-19', '2012-01-25', '2012-01-25', '2012-06-01', '2012-08-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02')",1919.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,2.0,-122.41121399999999,37.758192909099996,RH-2,RH-2,False,5.257534246575342,,,,,,,,,left_only,POINT (-122.411214 37.7581929091),18,Mission,0.6356164383561644,0.43561643835616437,4.186301369863013,0.3178082191780822,0.21780821917808219,2.0931506849315067,Conventional Residential,2010,2010
2380,2380,0,,1199 DOLORES ST,0.0,0.0,6511018,2017-07-25,CONSTRUCTION,,2017-02-16,201605177697,False,2016-05-17,2016-05-17,2016-05-17,2017-07-25,CONSTRUCTION,"('2016-05-17', '2016-05-17', '2016-05-17', '2017-02-16', '2017-07-25')",,"('BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,1.0,1.0,-122.42462921139999,37.7503929138,,,False,,,,,,,,,,left_only,POINT (-122.4246292114 37.7503929138),18,Mission,,,,,,,,2016,2016
2393,2393,0,2012-08-17,353 SAN JOSE AV,0.0,0.0,6531022,2016-12-29,CONSTRUCTION,01/01/2017,2015-03-17,200712120285,False,2007-12-12,2007-12-12,2007-12-12,2016-12-29,CONSTRUCTION,"('2007-12-12', '2007-12-12', '2007-12-12', '2007-12-12', '2010-07-01', '2010-07-01', '2010-07-01', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2012-08-17', '2012-08-17', '2013-04-24', '2013-04-24', '2013-08-05', '2013-08-05', '2013-08-05', '2013-08-05', '2013-08-05', '2015-03-17', '2015-05-15', '2015-05-15', '2015-09-25', '2016-01-04', '2016-01-04', '2016-01-04', '2016-01-04', '2016-12-29')",3308.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,3.0,3.0,-122.421077326,37.7495347232,RM-2,RM-2,False,9.063013698630137,,,,,,,,,left_only,POINT (-122.421077326 37.7495347232),18,Mission,4.684931506849315,2.580821917808219,1.7972602739726027,1.5616438356164384,0.8602739726027396,0.5990867579908675,Industrial,2007,2007
2397,2397,0,,50 SYCAMORE ST,,,3576070,2005-12-09,BP FILED,,,200512099960,False,2005-12-09,2005-12-09,2005-12-09,2005-12-09,BP FILED,"('2005-12-09', '2005-12-09', '2005-12-09', '2005-12-09', '2005-12-09', '2005-12-09', '2005-12-09', '2005-12-09')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2011,Proposed,2.0,2.0,-122.420534,37.762778999999995,RH-3,RH-3,False,,,,,,,,,,left_only,POINT (-122.420534 37.76277899999999),18,Mission,,,,,,,Conventional Residential,2005,2005
2407,2407,0,,400 FAIR OAKS ST,,,6534001,2009-06-23,BP FILED,,,200906231111,True,2009-06-23,2009-06-23,2009-06-23,2009-06-23,BP FILED,"('2009-06-23',)",,"('BP FILED',)",4,2009,Proposed,1.0,,-122.423973,37.750136,RH-3,RH-3,False,,,,,,,,,,left_only,POINT (-122.423973 37.750136),18,Mission,,,,,,,Conventional Residential,2009,2009
2409,2409,0,,1965 MARKET ST,0.0,0.0,3534058,2015-03-06,PL FILED,,,,False,2015-03-06,2015-03-06,2015-03-06,2015-03-06,PL FILED,"('2015-03-06', '2015-03-06', '2015-03-06', '2015-03-06', '2015-03-06', '2015-03-06')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,88.0,88.0,-122.4259490967,37.769424438499996,,,True,,,,,,,,,,left_only,POINT (-122.4259490967 37.7694244385),18,Mission,,,,,,,,2015,2015
2411,2411,0,,108 ALBION ST,0.0,0.0,3568027,2016-05-06,BP FILED,,,201605066807,False,2016-05-06,2016-05-06,2016-05-06,2016-05-06,BP FILED,"('2016-05-06', '2016-05-06')",,"('BP FILED', 'BP FILED')",1,2017,Proposed,2.0,2.0,-122.423079732,37.7644734445,RTO-M,RTO-M,False,,,,,,,,,,left_only,POINT (-122.423079732 37.7644734445),18,Mission,,,,,,,Mixed Residential,2016,2016
2420,2420,0,,645 VALENCIA ST,0.0,0.0,3576062,2014-01-30,PL FILED,,,,True,2014-01-30,2014-01-30,2014-01-30,2014-01-30,PL FILED,"('2014-01-30', '2014-01-30', '2014-01-30', '2014-01-30', '2014-01-30', '2014-01-30', '2014-01-30', '2014-01-30', '2014-01-30')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,9.0,9.0,-122.421373,37.7624999196,NCT-VALENCIA,NCT-VALENCIA,True,,,,,,,,,,left_only,POINT (-122.421373 37.7624999196),18,Mission,,,,,,,Nhb Commercial,2014,2014
